                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    314,                0.81881,                0.35176,                 0.9426,                0.98296,                0.96576,                0.98606,                0.70773,                 1.1048,                0.33668,                 1.0118,              0.0038224,              0.0038224,              0.0038224
                    315,                0.81934,                0.35408,                0.94037,                0.98213,                0.96902,                0.98582,                0.70785,                 1.1051,                0.33686,                 1.0118,              0.0038026,              0.0038026,              0.0038026
                    316,                0.81786,                0.35448,                0.94656,                0.98232,                0.96902,                0.98575,                0.70814,                 1.1054,                0.33674,                  1.012,              0.0037828,              0.0037828,              0.0037828
                    317,                0.82393,                0.35722,                0.94689,                0.98286,                0.96618,                0.98577,                0.70751,                 1.1055,                0.33673,                 1.0118,               0.003763,               0.003763,               0.003763
                    318,                0.81999,                0.35466,                0.94159,                 0.9834,                0.96604,                0.98555,                0.70719,                 1.1059,                0.33666,                 1.0119,              0.0037432,              0.0037432,              0.0037432
                    319,                 0.8147,                  0.351,                0.94063,                0.98341,                0.96639,                0.98551,                0.70683,                 1.1063,                  0.337,                 1.0121,              0.0037234,              0.0037234,              0.0037234
                    320,                0.81911,                0.35423,                0.94124,                0.98449,                0.96614,                0.98576,                0.70711,                 1.1067,                0.33691,                 1.0121,              0.0037036,              0.0037036,              0.0037036
                    321,                0.81591,                0.35298,                0.94241,                0.98449,                  0.966,                0.98566,                0.70755,                  1.107,                0.33705,                 1.0122,              0.0036838,              0.0036838,              0.0036838
                    322,                0.81603,                0.35293,                0.93852,                0.98451,                0.96725,                0.98571,                 0.7076,                 1.1075,                0.33727,                 1.0122,               0.003664,               0.003664,               0.003664
                    323,                0.81163,                 0.3513,                0.94349,                0.98451,                0.96734,                0.98553,                0.70714,                 1.1076,                0.33729,                 1.0125,              0.0036442,              0.0036442,              0.0036442
                    324,                0.81475,                0.35128,                0.94353,                0.98344,                0.96739,                0.98548,                 0.7073,                 1.1078,                0.33728,                  1.013,              0.0036244,              0.0036244,              0.0036244
                    325,                0.81197,                0.35159,                0.93838,                0.98434,                 0.9663,                 0.9857,                0.70684,                  1.108,                0.33771,                 1.0129,              0.0036046,              0.0036046,              0.0036046
                    326,                0.81057,                0.34941,                0.93893,                0.98492,                0.96576,                 0.9852,                0.70756,                 1.1083,                0.33766,                 1.0133,              0.0035848,              0.0035848,              0.0035848
                    327,                0.81163,                0.35044,                0.94244,                0.98536,                0.96576,                 0.9851,                 0.7075,                 1.1083,                0.33774,                 1.0134,               0.003565,               0.003565,               0.003565
                    328,                0.80927,                0.34831,                0.93636,                 0.9851,                0.96576,                0.98509,                 0.7066,                 1.1086,                0.33788,                 1.0134,              0.0035452,              0.0035452,              0.0035452
                    329,                0.80441,                 0.3488,                0.93825,                 0.9846,                0.96576,                0.98513,                0.70643,                 1.1088,                0.33784,                 1.0133,              0.0035254,              0.0035254,              0.0035254
                    330,                0.80946,                0.35019,                0.94247,                0.98449,                0.96578,                0.98517,                 0.7062,                  1.109,                0.33768,                 1.0135,              0.0035056,              0.0035056,              0.0035056
                    331,                  0.808,                0.35079,                0.93516,                0.98469,                0.96576,                0.98515,                0.70593,                 1.1092,                0.33753,                 1.0136,              0.0034858,              0.0034858,              0.0034858
                    332,                0.80846,                0.34712,                0.93435,                0.98463,                0.96576,                0.98515,                 0.7064,                 1.1093,                 0.3375,                 1.0135,               0.003466,               0.003466,               0.003466
                    333,                 0.7998,                0.34419,                0.93505,                 0.9848,                0.96576,                0.98526,                0.70591,                 1.1097,                0.33789,                 1.0138,              0.0034462,              0.0034462,              0.0034462
                    334,                0.80583,                 0.3476,                0.93252,                0.98506,                0.96576,                 0.9852,                0.70658,                 1.1099,                0.33831,                 1.0138,              0.0034264,              0.0034264,              0.0034264
